member_code,year,month,planned_hours,actual_hours,note
M059,2023,6,170,166,
M060,2023,6,188,182,
M061,2023,6,186,178,テスト作業
M062,2023,6,174,160,
M063,2023,6,176,195,
M064,2023,6,156,171,
M065,2023,6,181,170,
M067,2023,6,159,179,
M068,2023,6,169,156,勉強会・研修
M069,2023,6,159,178,ドキュメント作成
M070,2023,6,186,208,
M071,2023,6,172,182,
M072,2023,6,188,178,
M073,2023,6,173,158,
M074,2023,6,164,181,
M075,2023,6,176,183,
M076,2023,6,162,179,
M077,2023,6,171,160,
M078,2023,6,166,163,
M079,2023,6,158,151,
M080,2023,6,155,172,
M081,2023,6,177,167,
M082,2023,6,184,,コードレビュー
M083,2023,6,169,157,
M084,2023,6,180,183,
M085,2023,6,159,165,
M086,2023,6,159,175,
M087,2023,6,177,171,テスト作業
M088,2023,6,180,182,
M089,2023,6,172,168,
M090,2023,6,186,168,
M091,2023,6,177,170,
M092,2023,6,173,185,
M093,2023,6,169,181,
M094,2023,6,168,170,
M095,2023,6,164,176,
M096,2023,6,178,187,
M097,2023,6,162,167,顧客打合せ
M098,2023,6,163,172,
M100,2023,6,180,183,
M101,2023,6,166,175,
M102,2023,6,160,161,
M103,2023,6,175,180,
M104,2023,6,181,197,
M105,2023,6,181,179,
M106,2023,6,161,151,
M107,2023,6,180,204,
M108,2023,6,162,184,
M109,2023,6,177,172,
M110,2023,6,171,162,
M111,2023,6,166,164,
M112,2023,6,186,175,
M113,2023,6,166,173,
M114,2023,6,183,190,コードレビュー
M115,2023,6,156,174,
M116,2023,6,187,171,
M117,2023,6,159,180,
M118,2023,6,183,169,
M119,2023,6,170,156,
M120,2023,6,184,194,
M121,2023,6,173,173,
M122,2023,6,178,200,
M123,2023,6,175,160,
M124,2023,6,172,192,
M125,2023,6,181,183,リリース対応
M126,2023,6,158,143,プロジェクトB対応
M127,2023,6,176,161,
M128,2023,6,177,201,社内会議
M129,2023,6,156,167,
M130,2023,6,186,183,
M131,2023,6,187,200,
M133,2023,6,155,143,
M134,2023,6,158,155,
M135,2023,6,169,166,
M136,2023,6,157,152,
M137,2023,6,164,159,
M138,2023,6,155,141,
M139,2023,6,167,179,
M140,2023,6,159,146,
M141,2023,6,187,195,
M142,2023,6,,165,
M143,2023,6,170,193,
M144,2023,6,174,162,
M145,2023,6,179,169,
M146,2023,6,169,157,
M147,2023,6,183,203,
M148,2023,6,165,168,
M149,2023,6,175,179,
M150,2023,6,166,182,
M151,2023,6,157,158,
M152,2023,6,182,177,
M153,2023,6,175,172,
M154,2023,6,160,178,
M155,2023,6,165,161,
M156,2023,6,165,152,
M157,2023,6,159,161,勉強会・研修
M158,2023,6,188,173,
M159,2023,6,179,185,
M160,2023,6,168,175,
M161,2023,6,163,180,
M162,2023,6,164,153,
M163,2023,6,173,161,
M164,2023,6,172,156,
M165,2023,6,169,159,
M166,2023,6,178,194,詳細設計
M167,2023,6,186,196,
M168,2023,6,174,180,
M169,2023,6,168,176,
M170,2023,6,186,177,
M172,2023,6,174,170,
M173,2023,6,174,169,
M174,2023,6,163,180,
M175,2023,6,170,165,
M176,2023,6,181,185,
M177,2023,6,164,157,
M178,2023,6,162,158,
M179,2023,6,168,187,
M180,2023,6,178,190,
M181,2023,6,167,171,
M182,2023,6,171,187,
M183,2023,6,184,191,
M184,2023,6,165,,
M185,2023,6,184,,
M186,2023,6,183,171,
M187,2023,6,157,152,
M188,2023,6,167,186,
M189,2023,6,165,157,
M190,2023,6,181,182,
M191,2023,6,185,206,
M192,2023,6,168,176,
M193,2023,6,176,159,要件定義作業
M194,2023,6,177,161,
M195,2023,6,167,164,
M196,2023,6,173,181,
M197,2023,6,162,170,勉強会・研修
M198,2023,6,162,151,プロジェクトB対応
M199,2023,6,172,165,
M200,2023,6,167,155,
M001,2023,7,186,168,
M002,2023,7,163,176,
M003,2023,7,193,181,
M004,2023,7,176,163,引継ぎ作業
M005,2023,7,169,164,
M006,2023,7,192,199,
M007,2023,7,174,195,
M008,2023,7,163,184,
M009,2023,7,185,167,
M010,2023,7,183,196,
M011,2023,7,169,168,
M012,2023,7,169,187,
M013,2023,7,173,180,
M014,2023,7,176,193,
M015,2023,7,183,202,
M016,2023,7,170,179,
M017,2023,7,197,186,
M018,2023,7,170,187,
M019,2023,7,187,173,
M020,2023,7,197,186,
M021,2023,7,190,209,
M022,2023,7,174,184,
M023,2023,7,194,196,
M024,2023,7,166,171,
M025,2023,7,173,173,
M026,2023,7,179,197,
M027,2023,7,185,172,
M028,2023,7,174,195,
M029,2023,7,175,169,
M030,2023,7,176,185,
M031,2023,7,192,215,
M032,2023,7,193,192,
M033,2023,7,171,161,
M034,2023,7,162,170,
M036,2023,7,185,172,
M037,2023,7,174,184,
M038,2023,7,168,165,
M039,2023,7,193,184,
M040,2023,7,162,170,
M041,2023,7,175,191,
M042,2023,7,189,197,
M043,2023,7,162,163,
M044,2023,7,172,187,
M045,2023,7,189,198,
M046,2023,7,186,193,
M047,2023,7,174,190,リリース対応
M048,2023,7,170,193,
M049,2023,7,190,199,
M050,2023,7,170,169,
M051,2023,7,183,172,開発作業
M052,2023,7,170,187,
M053,2023,7,169,181,
M054,2023,7,180,192,
M055,2023,7,182,205,
M056,2023,7,175,194,
M057,2023,7,176,177,
M058,2023,7,177,187,
M059,2023,7,168,152,
M060,2023,7,195,181,
M061,2023,7,181,206,顧客打合せ
M062,2023,7,166,159,ドキュメント作成
M063,2023,7,176,170,開発作業
M064,2023,7,190,202,
M065,2023,7,170,174,
M067,2023,7,165,167,
M068,2023,7,176,178,
M069,2023,7,172,195,
M070,2023,7,191,,
M071,2023,7,177,200,
M072,2023,7,181,166,
M073,2023,7,,153,
M074,2023,7,165,181,
M075,2023,7,188,189,
M076,2023,7,187,192,
M077,2023,7,168,154,
M078,2023,7,178,178,ドキュメント作成
M079,2023,7,170,173,
M080,2023,7,193,192,
M081,2023,7,178,172,
M082,2023,7,173,189,
M083,2023,7,173,191,
M084,2023,7,166,179,引継ぎ作業
M085,2023,7,193,198,
M086,2023,7,182,174,
M087,2023,7,168,180,
M088,2023,7,163,165,
M089,2023,7,186,168,
M090,2023,7,175,181,
M091,2023,7,172,166,
M092,2023,7,189,215,
M093,2023,7,,202,顧客打合せ
M094,2023,7,177,167,
M095,2023,7,167,175,
M096,2023,7,195,180,
M097,2023,7,166,179,
M098,2023,7,164,168,
M100,2023,7,185,170,
M101,2023,7,171,171,
M102,2023,7,192,206,
M103,2023,7,177,201,
M104,2023,7,171,177,
M105,2023,7,180,173,
M106,2023,7,181,192,
M107,2023,7,171,178,
M108,2023,7,191,182,
M109,2023,7,173,166,基本設計
M110,2023,7,177,161,
M111,2023,7,182,194,
M112,2023,7,173,193,
M113,2023,7,162,182,
M114,2023,7,171,186,
M115,2023,7,171,166,
M116,2023,7,188,191,詳細設計
M117,2023,7,186,189,
M118,2023,7,187,171,
M119,2023,7,166,182,
M120,2023,7,167,182,
M121,2023,7,168,172,テスト作業
M122,2023,7,166,169,
M123,2023,7,175,194,
M124,2023,7,164,179,
M125,2023,7,164,152,
M126,2023,7,169,165,
M127,2023,7,180,178,
M128,2023,7,191,217,
M129,2023,7,180,194,
M130,2023,7,197,178,
M131,2023,7,189,212,
M133,2023,7,183,203,
M134,2023,7,180,171,
M135,2023,7,181,167,
M136,2023,7,182,,
M137,2023,7,181,181,
M138,2023,7,162,172,
M139,2023,7,182,201,
M140,2023,7,174,179,
M141,2023,7,177,188,
M142,2023,7,,192,
M143,2023,7,184,198,
M144,2023,7,180,169,基本設計
M145,2023,7,179,178,プロジェクトA対応
M146,2023,7,165,171,
M147,2023,7,175,,
M148,2023,7,181,194,
M149,2023,7,166,156,
M150,2023,7,172,193,
M151,2023,7,179,189,
M152,2023,7,172,156,顧客打合せ
M153,2023,7,175,176,
M154,2023,7,171,184,
M155,2023,7,186,202,
M156,2023,7,178,174,
M157,2023,7,185,188,
M158,2023,7,162,158,
M159,2023,7,190,173,
M160,2023,7,184,186,
M161,2023,7,172,182,
M162,2023,7,169,175,
M163,2023,7,168,157,
M164,2023,7,192,196,
M165,2023,7,189,184,
M166,2023,7,171,157,
M167,2023,7,194,206,
M168,2023,7,184,166,
M169,2023,7,168,180,
M170,2023,7,,205,
M172,2023,7,186,181,
M173,2023,7,192,174,
M174,2023,7,181,191,
M175,2023,7,194,185,
M176,2023,7,185,207,
M177,2023,7,172,166,
M178,2023,7,194,177,
M179,2023,7,164,172,
M180,2023,7,167,162,
M181,2023,7,174,171,
M182,2023,7,190,206,
M183,2023,7,174,175,
M184,2023,7,164,153,
M185,2023,7,174,195,プロジェクトB対応
M186,2023,7,197,209,
M187,2023,7,192,178,
M188,2023,7,184,205,
M189,2023,7,193,185,
M190,2023,7,168,188,
M191,2023,7,192,182,
M192,2023,7,179,199,
M193,2023,7,174,185,
M194,2023,7,165,168,
M195,2023,7,196,198,
M196,2023,7,179,174,
M197,2023,7,164,166,
M198,2023,7,193,175,
M199,2023,7,186,191,
M200,2023,7,169,179,
M001,2023,8,172,174,
M002,2023,8,174,176,ドキュメント作成
M003,2023,8,191,196,
M004,2023,8,170,186,
M005,2023,8,187,182,
M006,2023,8,162,158,
M007,2023,8,186,205,
M008,2023,8,166,158,
M009,2023,8,164,161,
M010,2023,8,177,173,ドキュメント作成
M011,2023,8,176,178,
M012,2023,8,169,166,
M013,2023,8,163,158,
M014,2023,8,187,183,
M015,2023,8,196,196,
M016,2023,8,167,163,
M017,2023,8,169,186,
M018,2023,8,170,192,
M019,2023,8,176,188,
M020,2023,8,168,190,
M021,2023,8,187,178,
M022,2023,8,170,183,
M023,2023,8,186,203,
M024,2023,8,181,192,詳細設計
M025,2023,8,179,163,
M026,2023,8,173,180,勉強会・研修
M027,2023,8,167,153,
M028,2023,8,165,172,
M029,2023,8,171,159,
M030,2023,8,183,168,
M031,2023,8,194,212,
M032,2023,8,164,171,
M033,2023,8,169,164,
M034,2023,8,197,204,
M036,2023,8,171,,
M037,2023,8,192,178,
M038,2023,8,170,176,
M039,2023,8,162,153,
M040,2023,8,169,178,
M041,2023,8,190,185,
M042,2023,8,163,147,
M043,2023,8,181,176,
M044,2023,8,192,189,
M045,2023,8,181,173,
M046,2023,8,191,188,
M047,2023,8,192,,
M048,2023,8,165,153,
M049,2023,8,178,170,
M050,2023,8,184,181,
M051,2023,8,173,156,
M052,2023,8,178,197,
M053,2023,8,195,200,
M054,2023,8,179,180,
M055,2023,8,197,193,
M056,2023,8,187,190,
M057,2023,8,165,173,
M058,2023,8,197,197,
M059,2023,8,172,167,
M060,2023,8,185,209,顧客打合せ
M061,2023,8,162,184,要件定義作業
M062,2023,8,171,174,
M063,2023,8,195,182,
M064,2023,8,176,168,
M065,2023,8,186,172,
M067,2023,8,180,184,
M068,2023,8,174,159,
M069,2023,8,175,170,
M070,2023,8,187,187,
M071,2023,8,186,209,障害対応
M072,2023,8,171,188,
M073,2023,8,171,186,障害対応
M074,2023,8,184,190,
M075,2023,8,186,182,
M076,2023,8,162,,テスト作業
M077,2023,8,189,187,
M078,2023,8,182,183,
M079,2023,8,186,203,
M080,2023,8,190,198,
M081,2023,8,176,187,
M082,2023,8,197,185,
M083,2023,8,171,185,
M084,2023,8,170,184,
M085,2023,8,170,178,
M086,2023,8,166,156,
M087,2023,8,194,197,
M088,2023,8,183,178,
M089,2023,8,172,189,
M090,2023,8,180,176,
M091,2023,8,186,176,
M092,2023,8,163,164,
M093,2023,8,162,179,ドキュメント作成
M094,2023,8,191,215,
M095,2023,8,179,164,
M096,2023,8,178,202,
M097,2023,8,162,176,
M098,2023,8,,169,ドキュメント作成
M100,2023,8,164,160,
M101,2023,8,180,200,
M102,2023,8,191,172,
M103,2023,8,180,195,
M104,2023,8,166,150,
M105,2023,8,175,163,
M106,2023,8,173,197,
M107,2023,8,172,185,
M108,2023,8,191,,
M109,2023,8,172,177,
M110,2023,8,177,179,
M111,2023,8,168,177,リリース対応
M112,2023,8,172,,
M113,2023,8,176,191,
M114,2023,8,191,201,
M115,2023,8,176,197,
M116,2023,8,166,184,
M117,2023,8,195,219,
M118,2023,8,180,186,
M119,2023,8,165,180,
M120,2023,8,184,203,
M121,2023,8,197,201,
M122,2023,8,195,179,
M123,2023,8,195,,
M124,2023,8,189,175,
M125,2023,8,162,171,
M126,2023,8,183,200,
M127,2023,8,174,189,
M128,2023,8,167,162,
M129,2023,8,178,190,
M130,2023,8,176,199,
M131,2023,8,169,155,コードレビュー
M133,2023,8,184,186,
M134,2023,8,190,187,コードレビュー
M135,2023,8,172,194,
M136,2023,8,164,185,
M137,2023,8,168,189,
M138,2023,8,189,213,
M139,2023,8,191,212,
M140,2023,8,171,167,社内会議
M141,2023,8,163,158,
M142,2023,8,179,180,
M143,2023,8,195,215,
M144,2023,8,188,207,
M145,2023,8,182,167,
M146,2023,8,177,198,
M147,2023,8,173,158,ドキュメント作成
M148,2023,8,166,162,
M149,2023,8,171,158,
M150,2023,8,168,166,
M151,2023,8,163,162,
M152,2023,8,194,211,
M153,2023,8,191,183,
M154,2023,8,176,165,
M155,2023,8,195,,
M156,2023,8,173,190,
M157,2023,8,166,177,
M158,2023,8,186,174,
M159,2023,8,166,151,
M160,2023,8,168,169,
M161,2023,8,167,158,
M162,2023,8,180,191,
M163,2023,8,169,165,
M164,2023,8,190,183,
M165,2023,8,169,163,
M166,2023,8,193,204,
M167,2023,8,190,176,
M168,2023,8,193,182,
M169,2023,8,162,148,
M170,2023,8,195,185,
M172,2023,8,196,193,
M173,2023,8,194,191,
M174,2023,8,164,176,
M175,2023,8,178,185,
M176,2023,8,171,184,
M177,2023,8,182,174,
M178,2023,8,175,178,基本設計
M179,2023,8,162,157,
M180,2023,8,162,171,
M181,2023,8,195,206,
M182,2023,8,188,206,
M183,2023,8,184,176,
M184,2023,8,,198,
M185,2023,8,168,182,
M186,2023,8,185,172,
M187,2023,8,183,171,要件定義作業
M188,2023,8,175,188,
M189,2023,8,162,177,
M190,2023,8,191,184,
M191,2023,8,179,193,
M192,2023,8,187,178,
M193,2023,8,165,167,顧客打合せ
M194,2023,8,181,205,
M195,2023,8,191,187,
M196,2023,8,184,175,
M197,2023,8,184,186,
M198,2023,8,189,174,
M199,2023,8,162,181,
M200,2023,8,170,,
M001,2023,9,163,156,
M002,2023,9,157,152,
M003,2023,9,161,169,
M004,2023,9,170,179,
M005,2023,9,166,188,
M006,2023,9,176,197,
M007,2023,9,171,154,
M008,2023,9,,192,
M009,2023,9,177,163,
M010,2023,9,172,195,
M011,2023,9,176,178,
M012,2023,9,155,173,
M013,2023,9,165,151,
M014,2023,9,188,204,
M015,2023,9,161,173,
M016,2023,9,166,172,
M017,2023,9,159,150,
M018,2023,9,158,176,
M019,2023,9,182,181,
M020,2023,9,170,156,プロジェクトA対応
M021,2023,9,156,159,
M022,2023,9,188,186,
M023,2023,9,170,159,
M024,2023,9,157,143,ドキュメント作成
M025,2023,9,158,161,
M026,2023,9,173,181,
M027,2023,9,167,153,
M028,2023,9,171,186,
M029,2023,9,157,144,
M030,2023,9,187,184,
M031,2023,9,181,190,
M032,2023,9,158,160,
M033,2023,9,185,184,
M034,2023,9,160,159,プロジェクトB対応
M036,2023,9,172,167,
M037,2023,9,184,193,
M038,2023,9,174,189,
M039,2023,9,167,190,
M040,2023,9,171,181,
M041,2023,9,177,166,
M042,2023,9,170,182,
M043,2023,9,181,196,
M044,2023,9,162,180,
M045,2023,9,166,184,
M046,2023,9,179,182,
M047,2023,9,177,172,
M048,2023,9,155,174,
M049,2023,9,175,161,
M050,2023,9,188,189,
M051,2023,9,172,158,
M052,2023,9,178,179,詳細設計
M053,2023,9,165,163,
M054,2023,9,175,164,
M055,2023,9,176,160,
M056,2023,9,172,168,
M057,2023,9,162,158,
M058,2023,9,172,158,
M059,2023,9,156,173,
M060,2023,9,177,162,
M061,2023,9,178,196,
M062,2023,9,185,170,
M063,2023,9,167,162,
M064,2023,9,157,148,
M065,2023,9,173,182,
M067,2023,9,174,173,
M068,2023,9,170,161,
M069,2023,9,185,178,
M070,2023,9,165,150,
M071,2023,9,177,160,
M072,2023,9,175,181,
M073,2023,9,182,181,リリース対応
M074,2023,9,177,174,
M075,2023,9,174,198,
M076,2023,9,167,156,
M077,2023,9,163,149,
M078,2023,9,172,196,
M079,2023,9,180,173,
M080,2023,9,155,153,
M081,2023,9,156,174,
M082,2023,9,178,191,
M083,2023,9,183,175,コードレビュー
M084,2023,9,171,185,
M085,2023,9,175,160,
M086,2023,9,162,176,
M087,2023,9,183,,
M088,2023,9,183,207,
M089,2023,9,184,206,プロジェクトB対応
M090,2023,9,173,177,
M091,2023,9,163,178,
M092,2023,9,167,152,
M093,2023,9,162,149,
M094,2023,9,183,197,
M095,2023,9,187,188,
M096,2023,9,174,193,
M097,2023,9,157,171,
M098,2023,9,155,158,
M100,2023,9,178,186,
M101,2023,9,162,147,
M102,2023,9,156,167,
M103,2023,9,170,159,
M104,2023,9,186,169,
M105,2023,9,184,193,
M106,2023,9,158,170,
M107,2023,9,176,174,
M108,2023,9,159,155,
M109,2023,9,167,183,
M110,2023,9,178,180,
M111,2023,9,155,157,
M112,2023,9,160,,
M113,2023,9,178,168,
M114,2023,9,165,163,
M115,2023,9,177,162,
M116,2023,9,167,180,
M117,2023,9,172,193,
M118,2023,9,155,156,
M119,2023,9,184,205,
M120,2023,9,173,183,
M121,2023,9,172,168,
M122,2023,9,183,175,
M123,2023,9,161,177,
M124,2023,9,178,196,
M125,2023,9,168,183,
M126,2023,9,165,188,
M127,2023,9,179,185,
M128,2023,9,185,205,
M129,2023,9,167,185,
M130,2023,9,155,154,
M131,2023,9,185,203,
M133,2023,9,167,187,詳細設計
M134,2023,9,161,175,
M135,2023,9,156,151,
M136,2023,9,175,178,
M137,2023,9,173,197,
M138,2023,9,160,155,
M139,2023,9,174,178,
M140,2023,9,157,152,
M141,2023,9,179,198,
M142,2023,9,159,153,プロジェクトB対応
M143,2023,9,188,,
M144,2023,9,166,184,
M145,2023,9,160,148,
M146,2023,9,156,151,
M147,2023,9,188,206,
M148,2023,9,179,204,
M149,2023,9,,148,
M150,2023,9,166,155,
M151,2023,9,181,203,
M152,2023,9,186,168,
M153,2023,9,184,191,
M154,2023,9,173,175,
M155,2023,9,173,158,
M156,2023,9,187,197,顧客打合せ
M157,2023,9,173,181,
M158,2023,9,158,165,
M159,2023,9,164,151,
M160,2023,9,181,189,
M161,2023,9,174,177,
M162,2023,9,166,160,
M163,2023,9,165,157,
M164,2023,9,157,168,
M165,2023,9,171,164,
M166,2023,9,177,165,
M167,2023,9,180,175,
M168,2023,9,188,201,
M169,2023,9,183,205,
M170,2023,9,162,180,
M172,2023,9,159,181,
M173,2023,9,188,197,
M174,2023,9,182,169,ドキュメント作成
M175,2023,9,164,183,
M176,2023,9,186,203,
M177,2023,9,173,167,
M178,2023,9,162,154,
M179,2023,9,157,172,
M180,2023,9,177,189,
M181,2023,9,180,198,
M182,2023,9,187,177,
M183,2023,9,169,165,
M184,2023,9,171,182,
M185,2023,9,165,187,
M186,2023,9,186,200,
M187,2023,9,164,163,
M188,2023,9,160,153,
M189,2023,9,169,163,
M190,2023,9,162,,
M191,2023,9,171,173,
M192,2023,9,177,194,
M193,2023,9,179,189,
M194,2023,9,176,161,要件定義作業
M195,2023,9,155,175,
M196,2023,9,170,171,
M197,2023,9,184,191,詳細設計
M198,2023,9,176,161,
M199,2023,9,181,,
M200,2023,9,185,186,
M001,2023,10,169,156,
M002,2023,10,177,191,
M003,2023,10,182,185,
M004,2023,10,164,163,
M005,2023,10,197,211,
M006,2023,10,195,191,
M007,2023,10,177,183,
M008,2023,10,164,159,
M009,2023,10,190,208,
M010,2023,10,187,208,
M011,2023,10,192,202,
M012,2023,10,197,205,
M013,2023,10,168,185,
M014,2023,10,194,192,
M015,2023,10,165,173,
M016,2023,10,190,179,
M017,2023,10,181,170,
M018,2023,10,193,203,
M019,2023,10,178,200,
M020,2023,10,165,185,
M021,2023,10,165,167,
M022,2023,10,190,202,開発作業
M023,2023,10,165,162,
M024,2023,10,187,169,
M025,2023,10,166,177,
M026,2023,10,186,204,
M027,2023,10,185,181,
M028,2023,10,191,182,
M029,2023,10,168,,
M030,2023,10,171,175,プロジェクトA対応
M031,2023,10,175,182,
M032,2023,10,163,176,
M033,2023,10,192,174,
M034,2023,10,189,201,
M036,2023,10,187,185,
M037,2023,10,184,192,
M038,2023,10,169,180,
M039,2023,10,194,203,
M040,2023,10,181,179,
M041,2023,10,196,195,
M042,2023,10,168,183,
M043,2023,10,165,175,
M044,2023,10,164,,
M045,2023,10,165,154,
M046,2023,10,187,199,
M047,2023,10,169,172,
M048,2023,10,194,215,
M049,2023,10,192,173,
M050,2023,10,174,157,
M051,2023,10,187,196,
M052,2023,10,184,168,
M053,2023,10,174,173,
M054,2023,10,189,171,リリース対応
M055,2023,10,181,192,
M056,2023,10,169,181,
M057,2023,10,196,215,
M058,2023,10,169,154,
M059,2023,10,171,183,
M060,2023,10,196,189,
M061,2023,10,191,182,
M062,2023,10,185,,
M063,2023,10,191,210,
M064,2023,10,194,216,
M065,2023,10,166,184,
M067,2023,10,173,158,
M068,2023,10,188,199,開発作業
M069,2023,10,170,181,
M070,2023,10,164,179,
M071,2023,10,181,178,
M072,2023,10,170,168,
M073,2023,10,183,174,
M074,2023,10,179,193,
M075,2023,10,192,201,
M076,2023,10,184,172,
M077,2023,10,191,208,
M078,2023,10,193,180,
M079,2023,10,191,181,
M080,2023,10,186,212,
M081,2023,10,164,172,
M082,2023,10,162,154,
M083,2023,10,177,179,
M084,2023,10,,211,
M085,2023,10,194,202,
M086,2023,10,164,151,
M087,2023,10,186,206,
M088,2023,10,167,157,
M089,2023,10,172,193,
M090,2023,10,169,161,
M091,2023,10,173,196,
M092,2023,10,193,216,
M093,2023,10,176,167,
M094,2023,10,191,212,
M095,2023,10,169,154,
M096,2023,10,190,193,
M097,2023,10,172,196,
M098,2023,10,170,193,
M100,2023,10,192,202,
M101,2023,10,183,179,
M102,2023,10,168,176,
M103,2023,10,174,193,
M104,2023,10,168,168,
M105,2023,10,182,173,
M106,2023,10,192,209,
M107,2023,10,179,166,
M108,2023,10,169,162,リリース対応
M109,2023,10,185,169,
M110,2023,10,164,153,
M111,2023,10,192,177,
M112,2023,10,188,211,リリース対応
M113,2023,10,196,188,
M114,2023,10,166,186,
M115,2023,10,170,166,
M116,2023,10,189,212,
M117,2023,10,184,192,
M118,2023,10,164,184,
M119,2023,10,186,169,
M120,2023,10,166,182,勉強会・研修
M121,2023,10,197,209,
M122,2023,10,186,181,プロジェクトA対応
M123,2023,10,181,185,
M124,2023,10,195,207,
M125,2023,10,188,213,
M126,2023,10,193,189,
M127,2023,10,184,187,
M128,2023,10,177,173,
M129,2023,10,184,196,
M130,2023,10,162,172,
M131,2023,10,190,176,
M133,2023,10,172,192,
M134,2023,10,190,204,
M135,2023,10,182,188,
M136,2023,10,190,191,プロジェクトA対応
M137,2023,10,170,182,
M138,2023,10,168,168,
M139,2023,10,186,172,
M140,2023,10,177,,
M141,2023,10,187,176,
M142,2023,10,179,173,
M143,2023,10,180,191,開発作業
M144,2023,10,180,180,
M145,2023,10,176,183,
M146,2023,10,171,194,
M147,2023,10,166,151,
M148,2023,10,189,201,
M149,2023,10,181,187,
M150,2023,10,182,168,
M151,2023,10,181,204,
M152,2023,10,184,175,
M153,2023,10,,172,
M154,2023,10,169,179,ドキュメント作成
M155,2023,10,,180,
M156,2023,10,,189,
M157,2023,10,167,173,
M158,2023,10,182,200,
M159,2023,10,186,200,障害対応
M160,2023,10,182,188,
M161,2023,10,165,168,
M162,2023,10,,179,
M163,2023,10,172,183,
M164,2023,10,166,178,
M165,2023,10,174,173,
M166,2023,10,187,172,
M167,2023,10,172,174,
M168,2023,10,185,208,引継ぎ作業
M169,2023,10,168,188,
M170,2023,10,191,177,
M172,2023,10,174,198,
M173,2023,10,182,177,
M174,2023,10,171,155,
M175,2023,10,186,209,
M176,2023,10,194,195,
M177,2023,10,,151,
M178,2023,10,163,162,
M179,2023,10,180,169,
M180,2023,10,163,151,
M181,2023,10,195,183,
M182,2023,10,170,191,
M183,2023,10,164,164,
M184,2023,10,174,168,
M185,2023,10,193,194,
M186,2023,10,178,180,
M187,2023,10,164,183,
M188,2023,10,179,,
M189,2023,10,181,168,
M190,2023,10,180,189,
M191,2023,10,165,178,
M192,2023,10,171,177,
M193,2023,10,164,,
M194,2023,10,176,180,
M195,2023,10,177,188,
M196,2023,10,187,203,
M197,2023,10,180,172,
M198,2023,10,186,189,
M199,2023,10,181,202,
M200,2023,10,196,196,
M001,2023,11,158,180,
M002,2023,11,158,,
M003,2023,11,161,175,
M004,2023,11,164,173,
M005,2023,11,185,178,
M006,2023,11,165,154,
M007,2023,11,181,201,
M008,2023,11,182,178,
M009,2023,11,162,176,
M010,2023,11,157,159,
M011,2023,11,161,148,
M012,2023,11,163,151,
M013,2023,11,162,184,
M014,2023,11,177,199,
M015,2023,11,182,204,
M016,2023,11,156,176,
M017,2023,11,169,162,開発作業
M018,2023,11,,160,
M019,2023,11,181,170,
M020,2023,11,165,178,
M021,2023,11,185,207,
M022,2023,11,167,186,
M023,2023,11,164,184,
M024,2023,11,167,159,
M025,2023,11,186,212,
M026,2023,11,165,188,
M027,2023,11,167,188,
M028,2023,11,185,209,
M029,2023,11,155,168,
M030,2023,11,178,175,
M031,2023,11,186,176,
M032,2023,11,161,172,
M033,2023,11,164,176,
M034,2023,11,159,170,プロジェクトB対応
M036,2023,11,185,206,
M037,2023,11,173,178,
M038,2023,11,178,194,
M039,2023,11,159,151,
M040,2023,11,174,161,基本設計
M041,2023,11,167,159,
M042,2023,11,176,199,
M043,2023,11,181,204,
M044,2023,11,172,179,
M045,2023,11,157,167,顧客打合せ
M046,2023,11,183,196,
M047,2023,11,168,176,開発作業
M048,2023,11,168,183,
M049,2023,11,177,168,
M050,2023,11,186,198,
M051,2023,11,173,156,
M052,2023,11,167,157,
M053,2023,11,173,193,
M054,2023,11,167,157,リリース対応
M055,2023,11,178,197,
M056,2023,11,164,173,
M057,2023,11,176,173,
M058,2023,11,170,193,
M059,2023,11,165,166,
M060,2023,11,168,153,
M061,2023,11,163,152,障害対応
M062,2023,11,172,180,
M063,2023,11,167,186,
M064,2023,11,,193,
M065,2023,11,163,180,
M067,2023,11,172,171,
M068,2023,11,175,197,
M069,2023,11,171,166,
M070,2023,11,,169,
M071,2023,11,162,156,
M072,2023,11,156,146,
M073,2023,11,170,173,
M074,2023,11,179,,
M075,2023,11,160,154,
M076,2023,11,180,193,
M077,2023,11,182,182,
M078,2023,11,166,186,
M079,2023,11,174,170,
M080,2023,11,174,171,
M081,2023,11,155,169,
M082,2023,11,158,168,
M083,2023,11,181,173,
M084,2023,11,168,179,
M085,2023,11,186,204,
M086,2023,11,169,168,
M087,2023,11,170,175,
M088,2023,11,168,177,
M089,2023,11,,175,
M090,2023,11,180,,
M091,2023,11,187,207,
M092,2023,11,165,177,
M093,2023,11,,167,プロジェクトB対応
M094,2023,11,180,170,
M095,2023,11,172,184,
M096,2023,11,158,158,
M097,2023,11,174,187,
M098,2023,11,177,165,
M100,2023,11,185,206,
M101,2023,11,176,174,
M102,2023,11,159,165,
M103,2023,11,175,197,
M104,2023,11,178,166,
M105,2023,11,172,194,
M106,2023,11,174,178,
M107,2023,11,184,178,
M108,2023,11,185,168,
M109,2023,11,187,208,基本設計
M110,2023,11,176,194,
M111,2023,11,169,157,要件定義作業
M112,2023,11,168,181,
M113,2023,11,178,165,
M114,2023,11,175,180,
M115,2023,11,179,194,
M116,2023,11,188,211,
M117,2023,11,169,161,
M118,2023,11,180,163,
M119,2023,11,158,180,
M120,2023,11,175,160,勉強会・研修
M121,2023,11,170,159,
